respuesta,emocion,pregunta
"Hubo una ocasión que falte a clases porque estaba enferma. Ese día fue a mi casa un chico que estaba pretendiéndome, llego con un dibujo echo para mi. 
Era un dibujo muy bonito, de dos personas viendo la luna. 
Reaccione muy sorprendida pero me gustó mucho el detalle que fuera a verme hasta a mi casa y sobre todo que llegara tan preocupado porque ese día no pudo verme. Me senti una persona muy especial.",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Fue muy agradable,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Muy feliz, sin palabras y me sentí muy amada",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Cuando mi hija me dijo papá fue que me hizo sentir especial,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Al principio no supe cómo reaccionar porque no había pasado por una situación similar, pero después pude demostrar que fue algo que me encantó, y de alguna manera demostrar mi agradecimiento",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Una ocasión fue cuando mi esposa me organizo algo especial por mi cumpleaños 
Mi reacción fue de la mejor manera porque nadie avía echo algo tan lindo por mi.",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Casi no lo hacen, pero se siente realmente bien sentir que no soy la única que tiene ese interés",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"una fiesta sorpresa de cumpleaños, muy feliz no me la esperaba la verdad",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Cada vez que mi novio me regala algo que le dije que me gustó me hace sentir escuchada y amada,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Cuando me siento mal y alguien me da un abrazo o palabras de fuerza, me hace sentir cómoda y mas tranquila.",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Agradecido,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Me sorprendieron con un regalo, mi reacción fue de asombro y felicidad",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Me sentí valorado, y validado cuando alguien piensa en ti y se toma el tiempo de hacer un momento especial",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Impactado y con mucho agradecimiento,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Fue alegría lo que sentí junto con sorpresa,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"fue bonita la ocación ya que de la persona que lo realizo nunca pensé que llegara a realizar tan meticulosamente la acción en este caso un regalo para un aniversario, se centró tanto en las cosas que me gustaban que hizo un regalo demasido especial y con mucho detalle solo para mi",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"No me hizo sentir nada, solo sorpresa",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"aaaw estuvo bien bonitooo, me gustó mucho, fue una experiecia bonita, solo fui a abrazarle y a decirle que muchas gracias",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Asombrado y maravillado,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Reaccioné con pena,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Cuando alguien me regalo algo que me gustaba mucho solo porque estaba triste, me sentí bien porque significa que tengo personas que me apoyan",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Cuando me regalaron un collar que no sabía que me darían mis papás, me hizo sentir nostálgica",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Un amigo me compró un juego que quería desde hace mucho, me emocioné bastante",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Alegre y asombrada ante la situación,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Sorprendido y alegre,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Cuando mi papá se accidentó y yo estaba en el hospital no podía salir de urgencias y mi novia junto con mi suegra se ofrecieron a ayudar,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Feliz,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Cuando me dieron aguinaldo,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Feliz y contenta,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Cuando amigos me invitan comida y no me hacen sentir mal por haber gastado por mi.,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Normalmente soy muy sensible y sí me conmuevo  hasta las lagrimas.,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Estalle de felicidad y gratitud. Me puso feliz más de un día. Estaba muy contenta,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Me sentí querida, importante, me hizo apreciar a personas de mi entorno",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Honestamente no tengo algo en específico, pero supongo que algún festejo de cumpleaños o algún regalo que quería cuando era niño.",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
La ves que en la que mis compañeras de trabajo me celebraron mi cumpleaños fue una experiencia que ni me esperaba,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Pues realmente hay varias similares, el hecho de que recuerden algo acerca de ti que saben que te gusta o que a lo mejor saben que es de tus cosas favorita y el que lo hagan es algo muy bonito porque sabes que le importas y se acuerda de ti al momento de ver o hacerlo",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Reaccioné de manera emotiva y feliz,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Me gusta que la gente haga cosas por mi y de igual forma ser recíproco,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Cuando me regalan cosas inesperadamente me hace sentir querida y contemplada,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Me sentí feliz y muy amada,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
un aumento por mi desempeño laboral,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Una vez perdí 100 pesos y una tia me dió 300 y fue alegre,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Emocionado, ya que el echo que alguien se interese en ti demuestra que eres parte importante de si vida.",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Muy feliz y valorada.,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"El momento que me llegó a la mente fue cuando trabajaba y formé una amistad con un chico de un local cercano. Le conté la difícil situación económica por la que pasaba, me escuchaba y me alentaba a seguir adelante. Un día se acercó y me dió dinero, no era mucho pero me dijo que por lo menos iba a servir para algo, me solté a llorar porque ni mis amigos más cercanos habían hecho algo similar, me hizo sentir tan segura y querida.",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Es algo que no esperaba, pero me sentí muy emocionado y feliz al saber que alguien se preocupaba por mi sentir.",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Fue inesperado, me sentí bien o satisfecho",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Cuando mi mejor amiga me regaló una jersey original del américa me sentí súper emocionado y no pensé dos veces y la abrace,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
No lo esperaba fue de mucha emoción,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Es algo que no fue tan común que te hace sentir que estás en la mente o en la vida de otra persona,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"En mi cumpleaños mi novia me festejo como jamás me lo había esperado, fue un obsequio que guardo en el corazón y reaccione sorprendido y sin palabras",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Muy bien me sorprendí,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Me hizo sentir especial y felicidad,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
cuando una amiga me hizo un detalle me hizo sentir muy lindo pq era algo que no me esperaba,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
"Una ocasión que recuerdo fue cuando una de mis amigas me preparó una cena sorpresa para celebrar un logro personal, algo que no esperaba en absoluto. Sabía que estaba pasando por un momento complicado, y ella se encargó de crear un ambiente cálido, con mi comida favorita, música tranquila y detalles que realmente me tocaban. Me hizo sentir muy valorada y apreciada, como si mi bienestar realmente importara para ella.

Reaccioné con una mezcla de sorpresa y gratitud, ya que no esperaba algo tan significativo. Aunque no soy muy expresiva con mis sentimientos, esa noche me sentí enormemente agradecida y le agradecí de una manera más abierta de lo que suelo hacer. Fue un momento muy especial que fortaleció nuestra amistad.",Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
Una chica q no conocía de la facultad me regaló una rosa un 14 de febrero y me hizo sentir muy acompañada,Felicidad,2. Describe una ocasión en la que alguien hizo algo especial o inesperado por ti y te hizo sentir bien. ¿Cómo reaccionaste? 
