respuesta,emocion,pregunta,tokens,lemmas,texto_final
"Hubo días en los que todo parecía ir en la dirección equivocada: problemas con el trabajo, inconvenientes personales, y errores. En esos momentos, me sentí abrumado y frustrado, pero también entendí que a veces las cosas malas son temporales y que lo importante es cómo reaccionamos ante ellas.",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['días', 'parecía', 'dirección', 'equivocada', 'problemas', 'trabajo', 'inconvenientes', 'personales', 'errores', 'momentos', 'sentí', 'abrumado', 'frustrado', 'entendí', 'veces', 'cosas', 'malas', 'temporales', 'importante', 'cómo', 'reaccionamos']","['día', 'parecer', 'dirección', 'equivocado', 'problema', 'trabajo', 'inconveniente', 'personal', 'error', 'momento', 'sentir', 'abrumado', 'frustrado', 'entender', 'vez', 'cosa', 'mala', 'temporal', 'importante', 'cómo', 'reaccionir']",día parecer dirección equivocado problema trabajo inconveniente personal error momento sentir abrumado frustrado entender vez cosa mala temporal importante cómo reaccionir
"Muy triste, tuve que dejar de hacer las cosas y reflexionar",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['muy', 'triste', 'dejar', 'hacer', 'cosas', 'reflexionar']","['mucho', 'triste', 'dejar', 'hacer', 'cosa', 'reflexionar']",mucho triste dejar hacer cosa reflexionar
Frustrada y con tensión,Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['frustrada', 'tensión']","['frustrado', 'tensión']",frustrado tensión
Estresado pero siempre pensando en lo que podía hacer para arreglarlo.,Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['estresado', 'siempre', 'pensando', 'podía', 'hacer', 'arreglarlo']","['estresado', 'siempre', 'pensar', 'poder', 'hacer', 'arreglar él']",estresado siempre pensar poder hacer arreglar él
Frustrada y con ganas de ejercer violencia,Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['frustrada', 'ganas', 'ejercer', 'violencia']","['frustrado', 'gana', 'ejercer', 'violencia']",frustrado gana ejercer violencia
"Si, cuando algo que intentaba reparar se seguía descomponiendo de forma en qué me frustre y pensé que no podía hacer algo bien",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['cuando', 'intentaba', 'reparar', 'seguía', 'descomponiendo', 'forma', 'frustre', 'pensé', 'podía', 'hacer', 'bien']","['cuando', 'intentar', 'reparar', 'seguir', 'descomponer', 'forma', 'frustre', 'pensar', 'poder', 'hacer', 'bien']",cuando intentar reparar seguir descomponer forma frustre pensar poder hacer bien
"Fue frustante ver como a los demas les salia y a mi no, me sentia hasta de malas porque no podia hacer esa actividad",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['frustante', 'ver', 'demas', 'salia', 'sentia', 'malas', 'porque', 'podia', 'hacer', 'actividad']","['frustante', 'ver', 'demas', 'salio', 'sentia', 'mala', 'porque', 'podiar', 'hacer', 'actividad']",frustante ver demas salio sentia mala porque podiar hacer actividad
"En ese momento me sentí impotente, llegué a pensar que todo me salía mal por mi culpa dejando de lado factores externos, me daban ganas de solo mandarlo todo muy lejos y reemplantearme mi vida",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['momento', 'sentí', 'impotente', 'llegué', 'pensar', 'salía', 'mal', 'culpa', 'dejando', 'lado', 'factores', 'externos', 'daban', 'ganas', 'solo', 'mandarlo', 'muy', 'lejos', 'reemplantearme', 'vida']","['momento', 'sentir', 'impotente', 'llegar', 'pensar', 'salir', 'mal', 'culpa', 'dejar', 'lado', 'factor', 'externo', 'dar', 'gana', 'solo', 'mandar él', 'mucho', 'lejos', 'reemplantearme', 'vida']",momento sentir impotente llegar pensar salir mal culpa dejar lado factor externo dar gana solo mandar él mucho lejos reemplantearme vida
"Perdí varias cosas, frustrada",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['perdí', 'varias', 'cosas', 'frustrada']","['perder', 'varios', 'cosa', 'frustrado']",perder varios cosa frustrado
"En un mal dia en el trabajo o escuela, Frustada",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['mal', 'dia', 'trabajo', 'escuela', 'frustada']","['mal', 'dia', 'trabajo', 'escuela', 'frustado']",mal dia trabajo escuela frustado
"Pues solo no estaba concentrado en mi día, y por ende no hacía las cosas bien, me sentía angustiado",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['pues', 'solo', 'concentrado', 'día', 'ende', 'hacía', 'cosas', 'bien', 'sentía', 'angustiado']","['pues', 'solo', 'concentrado', 'día', 'endir', 'hacer', 'cosa', 'bien', 'sentir', 'angustiado']",pues solo concentrado día endir hacer cosa bien sentir angustiado
Me deprimi y me sentía frustrado,Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['deprimi', 'sentía', 'frustrado']","['deprimi', 'sentir', 'frustrado']",deprimi sentir frustrado
"Cuando un profesor nos condicionaba para aprobar su materia y solo existía un proyecto para aprobar y el hecho de que no diera clases y tuviéramos muchas dudas sin respuesta crearon mucho estres y frustración en ese momento de mi vida, la incertidumbre puede ser muy agresiva.",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['cuando', 'profesor', 'nos', 'condicionaba', 'aprobar', 'materia', 'solo', 'existía', 'proyecto', 'aprobar', 'hecho', 'diera', 'clases', 'muchas', 'dudas', 'sin', 'respuesta', 'crearon', 'mucho', 'estres', 'frustración', 'momento', 'vida', 'incertidumbre', 'puede', 'ser', 'muy', 'agresiva']","['cuando', 'profesor', 'yo', 'condicionar', 'aprobar', 'materia', 'solo', 'existir', 'proyecto', 'aprobar', 'hecho', 'dar', 'clase', 'mucho', 'duda', 'sin', 'respuesta', 'crear', 'mucho', 'estr', 'frustración', 'momento', 'vida', 'incertidumbre', 'poder', 'ser', 'mucho', 'agresivo']",cuando profesor yo condicionar aprobar materia solo existir proyecto aprobar hecho dar clase mucho duda sin respuesta crear mucho estr frustración momento vida incertidumbre poder ser mucho agresivo
"Recuerdo una vez que no me salía una actividad, llevaba mas de 5 horas, sin poder resolver, estaba cansada y frustrada, pero, sin embargo me motive a mi misma a seguir ya que había terminado casi el trabajo, solo faltaba agregar algo que se me  estaba dificultando. Asi que decidí a investigar, hasta dar con lo que buscaba y así finalmente terminar mi trabajo. Me sentí muy feliz y satisfecha de cómo había quedado mi trabajo.",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['recuerdo', 'vez', 'salía', 'actividad', 'llevaba', 'mas', 'horas', 'sin', 'poder', 'resolver', 'cansada', 'frustrada', 'sin', 'embargo', 'motive', 'misma', 'seguir', 'terminado', 'casi', 'trabajo', 'solo', 'faltaba', 'agregar', 'dificultando', 'asi', 'decidí', 'investigar', 'dar', 'buscaba', 'así', 'finalmente', 'terminar', 'trabajo', 'sentí', 'muy', 'feliz', 'satisfecha', 'cómo', 'quedado', 'trabajo']","['recordar', 'vez', 'salir', 'actividad', 'llevar', 'mas', 'hora', 'sin', 'poder', 'resolver', 'cansada', 'frustrado', 'sin', 'embargo', 'motive', 'mismo', 'seguir', 'terminado', 'casi', 'trabajo', 'solo', 'faltar', 'agregar', 'dificultar', 'asi', 'decidir', 'investigar', 'dar', 'buscar', 'así', 'finalmente', 'terminar', 'trabajo', 'sentir', 'mucho', 'feliz', 'satisfecho', 'cómo', 'quedar', 'trabajo']",recordar vez salir actividad llevar mas hora sin poder resolver cansada frustrado sin embargo motive mismo seguir terminado casi trabajo solo faltar agregar dificultar asi decidir investigar dar buscar así finalmente terminar trabajo sentir mucho feliz satisfecho cómo quedar trabajo
"Si fue en un examen, me dió mucho coraje y me sentí impotente",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['examen', 'dió', 'mucho', 'coraje', 'sentí', 'impotente']","['examen', 'deír', 'mucho', 'coraje', 'sentir', 'impotente']",examen deír mucho coraje sentir impotente
Nunca me siento mal,Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['nunca', 'siento', 'mal']","['nunca', 'sentir', 'mal']",nunca sentir mal
Perdí los ánimos y me sentí desesperado,Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['perdí', 'ánimos', 'sentí', 'desesperado']","['perder', 'ánimo', 'sentir', 'desesperado']",perder ánimo sentir desesperado
Pues incluso en la actualidad en ciertos momentos siento que me está costando mucho pero realmente quiero echarle las ganas y esto me hace sentir pues hasta cierto punto frustrado pero trato de salir adelante,Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['pues', 'incluso', 'actualidad', 'ciertos', 'momentos', 'siento', 'costando', 'mucho', 'realmente', 'quiero', 'echarle', 'ganas', 'hace', 'sentir', 'pues', 'cierto', 'punto', 'frustrado', 'trato', 'salir', 'adelante']","['pues', 'incluso', 'actualidad', 'cierto', 'momento', 'sentir', 'costar', 'mucho', 'realmente', 'querer', 'echar él', 'gana', 'hacer', 'sentir', 'pues', 'cierto', 'punto', 'frustrado', 'tratar', 'salir', 'adelante']",pues incluso actualidad cierto momento sentir costar mucho realmente querer echar él gana hacer sentir pues cierto punto frustrado tratar salir adelante
.,Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,[],[],
"Era un partido de baloncesto de mi equipo, me gusta mucho este deporte.Por ello siempre intento ganar pero ese dia no importaba si me esforzaba un buen nada de lo que  hacia mejoraba el resultado, al final perdimos y solo me senti muy muy frustado",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['partido', 'baloncesto', 'equipo', 'gusta', 'mucho', 'deportepor', 'ello', 'siempre', 'intento', 'ganar', 'dia', 'importaba', 'esforzaba', 'buen', 'nada', 'hacia', 'mejoraba', 'resultado', 'final', 'perdimos', 'solo', 'senti', 'muy', 'muy', 'frustado']","['partido', 'baloncesto', 'equipo', 'gustar', 'mucho', 'deportepor', 'él', 'siempre', 'intentar', 'ganar', 'dia', 'importar', 'esforzar', 'buen', 'nada', 'hacia', 'mejorar', 'resultado', 'final', 'perder', 'solo', 'senti', 'mucho', 'mucho', 'frustado']",partido baloncesto equipo gustar mucho deportepor él siempre intentar ganar dia importar esforzar buen nada hacia mejorar resultado final perder solo senti mucho mucho frustado
"ME CORTARON SERVICIOS, TUVE QUE PAGAR EXTRA, NO LLEGUE A MIS CLASES, NO ME BAÑÉ. ME FRUSTRÉ Y ENOJÉ",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['cortaron', 'servicios', 'pagar', 'extra', 'llegue', 'clases', 'bañé', 'frustré', 'enojé']","['cortar', 'servicio', 'pagar', 'extra', 'llegar', 'clase', 'bañé', 'frustré', 'enojé']",cortar servicio pagar extra llegar clase bañé frustré enojé
"Me sentía saturado y estresado, que no podía hacer nada más y en un pequeño momento de bloqueo como si no hubiera solución o como si llegara a un lugar sin salida que no tuviera vuelta atras",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['sentía', 'saturado', 'estresado', 'podía', 'hacer', 'nada', 'pequeño', 'momento', 'bloqueo', 'solución', 'llegara', 'lugar', 'sin', 'salida', 'vuelta', 'atras']","['sentir', 'saturado', 'estresado', 'poder', 'hacer', 'nada', 'pequeño', 'momento', 'bloqueo', 'solución', 'llegar', 'lugar', 'sin', 'salida', 'vuelta', 'atra']",sentir saturado estresado poder hacer nada pequeño momento bloqueo solución llegar lugar sin salida vuelta atra
"Me sentí frustrado, enojado, y triste",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['sentí', 'frustrado', 'enojado', 'triste']","['sentir', 'frustrado', 'enojado', 'triste']",sentir frustrado enojado triste
"Tuve un choque automovilístico y tuve que pagar de mi bolsillo todo porque no procedió mi seguro, fue un estrés muy difícil de manejar",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['choque', 'automovilístico', 'pagar', 'bolsillo', 'porque', 'procedió', 'seguro', 'estrés', 'muy', 'difícil', 'manejar']","['choque', 'automovilístico', 'pagar', 'bolsillo', 'porque', 'proceder', 'seguro', 'estrés', 'mucho', 'difícil', 'manejar']",choque automovilístico pagar bolsillo porque proceder seguro estrés mucho difícil manejar
Es algo ufff súper estresante,Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['ufff', 'súper', 'estresante']","['ufff', 'súper', 'estresante']",ufff súper estresante
"Me desespere, no lo terminé y me fui",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['desespere', 'terminé']","['desesperar', 'terminé']",desesperar terminé
Mantuve la calma y solo pensaba en que habría días mejores,Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['mantuve', 'calma', 'solo', 'pensaba', 'días', 'mejores']","['mantener', 'calma', 'solo', 'pensar', 'día', 'mejor']",mantener calma solo pensar día mejor
"Pues cuando siento eso, comúnmente solo me voy a casa a ver una película o algo, no tengo que resolver todo en el mismo dia",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['pues', 'cuando', 'siento', 'comúnmente', 'solo', 'voy', 'casa', 'ver', 'película', 'resolver', 'mismo', 'dia']","['pues', 'cuando', 'sentir', 'comúnmente', 'solo', 'ir', 'casa', 'ver', 'película', 'resolver', 'mismo', 'diir']",pues cuando sentir comúnmente solo ir casa ver película resolver mismo diir
Igual que siempre,Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['igual', 'siempre']","['igual', 'siempre']",igual siempre
"Sentí frustración por que la gente a mi alrededor no apoyaba, y que solo yo era el único en el trabajo de equipo.",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['sentí', 'frustración', 'gente', 'alrededor', 'apoyaba', 'solo', 'único', 'trabajo', 'equipo']","['sentir', 'frustración', 'gente', 'alrededor', 'apoyar', 'solo', 'único', 'trabajo', 'equipo']",sentir frustración gente alrededor apoyar solo único trabajo equipo
"Frustante, en su momento solo podía sentir enojo",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['frustante', 'momento', 'solo', 'podía', 'sentir', 'enojo']","['frustante', 'momento', 'solo', 'poder', 'sentir', 'enojo']",frustante momento solo poder sentir enojo
"Me sentía mal, era una presión en el pecho inexplicable, creí que todo mi mundo se venía abajo, sentía que todas estas cosas que creí que hacía bien no estaban sumando nada a mi vida, no veía frutos de nada, me sentía estancada... Sin ninguna salida",Tristeza,4. Recuerda un día en el que sentiste que todo te salía mal. ¿Qué sucedió y cómo te sentiste al respecto? ,"['sentía', 'mal', 'presión', 'pecho', 'inexplicable', 'creí', 'mundo', 'venía', 'abajo', 'sentía', 'todas', 'cosas', 'creí', 'hacía', 'bien', 'sumando', 'nada', 'vida', 'veía', 'frutos', 'nada', 'sentía', 'estancada', 'sin', 'ninguna', 'salida']","['sentir', 'mal', 'presión', 'pecho', 'inexplicable', 'creí', 'mundo', 'venir', 'abajo', 'sentir', 'todo', 'cosa', 'creí', 'hacer', 'bien', 'sumar', 'nada', 'vida', 'ver', 'fruto', 'nada', 'sentir', 'estancado', 'sin', 'ninguno', 'salida']",sentir mal presión pecho inexplicable creí mundo venir abajo sentir todo cosa creí hacer bien sumar nada vida ver fruto nada sentir estancado sin ninguno salida
